tconst,popularity,production_countries,averageRating,category,primaryName,birthYear,titles,votes,runtime_minutes,start_year,poster_url,video_link,overview,original_title,genres,languages
tt1532530,1.637,"['BE', 'FR']",6.5,actor,Stanislas Merhar,1971,Almayer's Folly - Almayer's Folly,6744.0,127.0,2012,https://image.tmdb.org/t/p/w154/kfQwnDg2y6CKxA7GuiKm5kvPaxN.jpg,https://www.youtube.com/watch?v=UTKNL30MQHI,"Quelque part en Asie du Sud-Est, au bord d’un fleuve tumultueux, un Européen s’accroche à ses rêves de fortune par amour pour sa fille. Une histoire de passion, de perdition et de folie, adaptée du roman de Joseph Conrad.",La Folie Almayer,Drama,"en, fr, km"
tt15329224,24.855,['FR'],6.9,actress,Virginie Efira,1977,Revoir Paris - Paris Memories,3605.0,105.0,2022,https://image.tmdb.org/t/p/w154/yZshfKJXI8P6bv4LkmqJwDTU8Vl.jpg,https://www.youtube.com/watch?v=LXxOBHhV1UY,"À Paris, Mia est prise dans un attentat dans une brasserie. Trois mois plus tard, alors qu’elle n’a toujours pas réussi à reprendre le cours de sa vie et qu’elle ne se rappelle de l’évènement que par bribes, Mia décide d’enquêter dans sa mémoire pour retrouver le chemin d’un bonheur possible.",Revoir Paris,"Crime, Drama, Thriller","en, fr"
tt1533058,14.676,['US'],6.5,actress,Valerie Azlynn,1980,Julia X - Julia X,6820.0,92.0,2011,https://image.tmdb.org/t/p/w154/AiHe8G4uXG6Qz5pcnWGZekStpvW.jpg,https://www.youtube.com/watch?v=hSY-zhNfWd0,"Julia, jeune femme sexy et énigmatique qui cherche l'amour sur Internet, se fait kidnapper à la suite d'un blind date par un sérial-killer nommé « The Stranger » qui la marque d'un « X » au fer rouge. Les apparences sont pourtant souvent trompeuses; Julia et sa sœur s'avèrent être en fait deux femmes au passé trouble qui feront tout pour mener à bien leur désir de vengeance en attirant des hommes rencontrés sur Internet pour leur infliger d'atroces souffrances.",Julia X,"Comedy, Horror, Thriller","en, fr"
tt1533813,4.176,['FR'],6.2,actor,Jean Dujardin,1972,A View of Love - Un Balcon Sur La Mer,1905.0,107.0,2010,https://image.tmdb.org/t/p/w154/bScdV115jAg54OQfo7aAnRz4zJp.jpg,https://www.youtube.com/watch?v=gEEFjTURXHU,"Dans le sud de la France, Marc, marié et père de famille, mène une vie confortable d'agent immobilier. Au hasard d'une vente, il rencontre une femme au charme envoûtant dont le visage lui est familier. Il pense reconnaître Cathy, l'amour de ses 12 ans dans une Algérie violente, à la fin de la guerre d'indépendance. Après une nuit d'amour, la jeune femme disparaît. Au fil des jours un doute s'empare de Marc : qui est vraiment celle qui prétend s'appeler Cathy ? Une enquête commence.",Un balcon sur la mer,"Drama, Mystery, Romance","en, fr"
tt1533818,5.94,['FR'],6.6,actor,Romain Duris,1974,The Big Picture - The Big Picture,3917.0,114.0,2010,https://image.tmdb.org/t/p/w154/lM7SnDmfm2sD7hYIOF3Q0YV29wG.jpg,https://www.youtube.com/watch?v=izIQcj5KnU8,"Paul Exben a tout pour être heureux : une belle situation professionnelle, une femme et deux enfants magnifiques. Sauf que cette vie n'est pas celle dont il rêvait. Un coup de folie va faire basculer son existence, l'amenant à endosser une nouvelle identité qui va lui permettre de vivre sa vie.",L'Homme qui voulait vivre sa vie,"Drama, Thriller","en, fr"
tt1536048,8.567,['GB'],6.2,actress,Abbie Cornish,1982,W.E. - W.E.,14055.0,119.0,2011,https://image.tmdb.org/t/p/w154/iepyxaCgxkbryZMthtOHKt7QYj8.jpg,https://www.youtube.com/watch?v=cvWCcz2MAwo,"Londres, décembre 1936. Pour pouvoir épouser l'Américaine Wallis Simpson, déjà deux fois divorcée, le Roi Edouard VIII est contraint d'abdiquer, quelques mois seulement après le début de son règne. New-York, février 1998. Malheureuse dans son mariage, Wally Winthrop passe ses journées à l'exposition qui précède la vente aux enchères, chez Sotheby's, des objets ayant appartenus au Duc et à la Duchesse de Windsor. Wally découvre alors peu à peu ce qu'a été la vie de Wallis.",W.E.,"Drama, History, Romance","en, fr, ru"
tt15403712,10.24,['FR'],6.8,actress,Virginie Efira,1977,Other People's Children - Other People's Children,2867.0,103.0,2022,https://image.tmdb.org/t/p/w154/9LPK8q3EDlk0PEvAQnhUtb6BAJb.jpg,https://www.youtube.com/watch?v=ceo0DRI3tBw,"Rachel a 40 ans, pas d'enfant. Elle aime sa vie : ses élèves du lycée, ses amis, ses ex, ses cours de guitare. En tombant amoureuse d’Ali, elle s’attache à Leila, sa fille de 4 ans. Elle la borde, la soigne, et l’aime comme la sienne.  Mais aimer les enfants des autres, c’est un risque à prendre…",Les Enfants des autres,"Comedy, Drama, Romance","en, fr"
tt15441522,5.202,['FR'],6.5,actor,Jean Dujardin,1972,On the Wandering Paths - On the Wandering Paths,6780.0,95.0,2023,https://image.tmdb.org/t/p/w154/zeUi3xFheU4nfFtXDboSlpXmSwb.jpg,https://www.youtube.com/watch?v=nPLOSNIKEc0,"Pierre est un célèbre explorateur et écrivain qui voyage régulièrement à travers le monde en quête d’aventures. Un soir, il escalade la façade d’un hôtel, ivre, et fait une chute de plusieurs étages. Le choc le plonge dans un coma profond. À son réveil, alors qu’il tient à peine debout et contre l’avis de tous, il décide de parcourir la France à pied en empruntant les chemins oubliés…",Sur les chemins noirs,Drama,"en, fr"
tt1545759,8.817,['FR'],6.8,actor,Gilles Lellouche,1972,Point Blank - Point Blank,15180.0,84.0,2010,https://image.tmdb.org/t/p/w154/2vW9GyJQhaCX5rvtwjRLy4Q9eQk.jpg,https://www.youtube.com/watch?v=wVX0wfPeuew,"Tout va pour le mieux pour Samuel et Nadia: lui est bientôt infirmier et elle, attend son premier enfant. Mais tout bascule lorsque Nadia se fait kidnapper sous l'oeil impuissant de Samuel. A son réveil, son portable retentit: il a trois heures pour sortir de l'hôpital dans lequel il travaille un homme sous surveillance policière. Le destin de Samuel est désormais lié à celui de Sartet, une figure du banditisme activement recherchée par tous les services de police. S'il veut revoir sa femme vivante, Samuel doit faire vite...",À bout portant,"Action, Crime, Drama, Thriller","en, fr"
tt15471560,11.946,['FR'],6.4,actor,Gilles Lellouche,1972,Smoking Causes Coughing - Smoking Causes Coughing,5540.0,77.0,2022,https://image.tmdb.org/t/p/w154/fTzJm7JPPFPcHdb6InE7tIYGhc7.jpg,https://www.youtube.com/watch?v=u80Bh3sMrzU,"Après un combat acharné contre une tortue démoniaque, cinq justiciers qu’on appelle les ""TABAC FORCE"", reçoivent l’ordre de partir en retraite pour renforcer la cohésion de leur groupe qui est en train de se dégrader. Le séjour se déroule à merveille jusqu’à ce que Lézardin, empereur du Mal, décide d’anéantir la planète Terre…",Fumer fait tousser,"Comedy, Fantasy, Horror, Science Fiction","en, fr"
tt15488838,6.573,['FR'],6.5,actress,Olga Kurylenko,1979,Vanishing - Vanishing,6773.0,88.0,2022,https://image.tmdb.org/t/p/w154/drforlTz5SZiwi54FFVqTZZ58QG.jpg,https://www.youtube.com/watch?v=_hwGbs69kX0,"Un corps vient d’être retrouvé dans une décharge de la province d’Incheon, en Corée du Sud. Alice Launey, médecin légiste invitée à Séoul pour un colloque universitaire, accepte d’assister l’équipe en charge de l’identification des corps. Tombée sous le charme de ce pays du matin calme, et plus particulièrement de Jin -ho, le détective en charge de l’enquête, Alice se laisse entrainer dans la découverte d’un puissant réseau de trafic d’organes.",배니싱: 미제사건,"Crime, Drama, Mystery, Thriller","en, fr, ko"
tt1550312,7.222,"['CA', 'FR']",7.3,actress,Vanessa Paradis,1972,Café de Flore - Café de Flore,17023.0,120.0,2011,https://image.tmdb.org/t/p/w154/cxRx0uw01P5fm8EOBwrWAN4lskC.jpg,https://www.youtube.com/watch?v=And2mF9C81U,"Il n’est pas facile de dire adieu à ceux qu’on aime ; pour y parvenir, il faut parfois toute une vie ou deux. Entre le Paris des années 1960 et le Montréal d’aujourd’hui se déploie une vaste histoire d’amour à la fois sombre et lumineuse, troublante et malgré tout pleine d’espoir. Café de Flore raconte les destins croisés de Jacqueline une jeune parisienne mère d’un enfant unique, d’Antoine un DJ montréalais ainsi que des femmes qui l’entourent. Ce qui les relie : l’amour, troublant, maladroit, imparfait, inachevé et humain.",Café de Flore,"Drama, Romance","en, fr"
tt1568799,2.662,['CA'],6.5,actress,Karine Vanasse,1983,All the Wrong Reasons - All the Wrong Reasons,6741.0,118.0,2013,https://image.tmdb.org/t/p/w154/tEwnn3TmJpyyM7J0wZMlJaUkXxj.jpg,https://www.youtube.com/watch?v=J0LlXA8ywg8,"Depuis un évènement tragique au sein de sa famille, Kate s’est repliée sur elle-même et ne supporte plus aucun contact physique, même au travail. Son mari, James, l’ambitieux directeur du magasin, fait de son mieux pour forcer Kate à sortir de son isolement mais elle ne veut rien savoir. Face à ce manque d’intimité, il se rapproche de Nicole, une caissière qui se raccroche à sa jeunesse perdue.",All the Wrong Reasons,"Comedy, Drama","en, fr"
tt15713012,54.239,['FR'],5.8,actress,Sofia Essaïdi,1984,Overdose - Overdose,2303.0,119.0,2022,https://image.tmdb.org/t/p/w154/9RvM4wawLRlX608FgZr9kL8CLmy.jpg,https://www.youtube.com/watch?v=MmJfkDN1D-Q,"Sara Bellaïche, capitaine à la DIPJ de Toulouse, enquête sur un go-fast lié au meurtre de deux adolescents, dont s’occupe Richard Cross, flic au 36 à Paris. Obligés de collaborer pour retrouver le meurtrier et arrêter ce go-fast sanglant, Sara et Richard, aux méthodes diamétralement opposées, se retrouvent plongés dans une course contre la montre haletante sur les routes espagnoles et françaises.",Overdose,"Action, Crime, Thriller","en, fr"
tt1576450,3.753,['FR'],6.5,actress,Diane Kruger,1976,Lily Sometimes - Lily Sometimes,6778.0,103.0,2010,https://image.tmdb.org/t/p/w154/zEokrnweHBTv9AchhUEtWLXqubO.jpg,https://www.youtube.com/watch?v=O5XFa97y0K0,"Lily, drôle, exubérante et insaisissable, vit dans un univers fantaisiste en harmonie avec la nature, à la campagne, chez sa mère. Sa grande sœur, Clara, mariée et citadine, a quitté la maison familiale. À la mort de leur mère, Clara doit bouleverser ses priorités pour s’occuper de Lily. Les deux sœurs vont alors se révéler l'une à l'autre… Clara sous l’influence de Lily va remettre sa vie en question et goûter à une certaine liberté...",Pieds nus sur les limaces,Drama,"en, fr"
tt15782570,16.942,['CA'],6.8,actress,Anwen O'Driscoll,1999,You Can Live Forever - You Can Live Forever,3320.0,96.0,2022,https://image.tmdb.org/t/p/w154/1j2ufFyEsHw7DGe0hjtAHWIsywq.jpg,https://www.youtube.com/watch?v=rb37Bf-mFFU,"Jaime, une adolescente lesbienne, est envoyée vivre dans une communauté de Témoins de Jéhovah à Saguenay au Québec. Elle y tombe amoureuse d'une fille pieuse, Marike, et les deux se lancent dans une liaison intense dont les conséquences vont refaçonner leur vie. Cependant, lorsque leur attirance devient trop évidente pour être cachée, la communauté décide de les séparer, les forçant à faire un terrible choix entre la foi et l'amour.",You Can Live Forever,"Drama, Music, Romance","en, fr"
tt1581634,0.736,"['FR', 'DE']",6.5,actor,Melvil Poupaud,1973,The Edge - The Edge,6732.0,100.0,2011,https://image.tmdb.org/t/p/w154/tyKswwsinaIibwzkeAY44Wrj2RJ.jpg,https://www.youtube.com/watch?v=iFN9DouWuYY,"François, jeune médecin fraîchement diplômé, quitte Paris pour s’installer à Beauval, une ville nouvelle, où les pavillons flambant neufs s’alignent avec monotonie. A peine arrivé, il devient la cible d'un groupe d'adolescents, emmené par le charismatique Cédric. A la lisière de la forêt, le groupe s’adonne à des jeux dangereux, pour tromper son ennui. Jusqu’au jour où un de leurs jeux de rôles tourne mal…",La lisière,Drama,"en, fr"
tt1587119,12.424,['FR'],6.5,actress,Léa Seydoux,1985,Belle épine - Dear Prudence,6774.0,80.0,2010,https://image.tmdb.org/t/p/w154/wYmxOoDsDM71wSVlh6KwLfo01tp.jpg,https://www.youtube.com/watch?v=pgUvwbBADiI,"Prudence Friedman a 17 ans. Soudain livrée à elle-même dans l’appartement familial, elle rencontre Marilyne, une frondeuse du lycée qui lui fait découvrir le circuit sauvage de Rungis, où tournent dangereusement grosses cylindrées et petites motos trafiquées. Fascinée par la bande du circuit, Reynald, Franck et les autres, Prudence tente d’y gagner sa place, en essayant de faire passer sa solitude pour de la liberté.",Belle épine,Drama,"en, fr"
tt1599975,8.617,"['FR', 'DE']",6.5,actress,Mélanie Thierry,1981,The Princess of Montpensier - The Princess of Montpensier,4594.0,139.0,2010,https://image.tmdb.org/t/p/w154/caQJFRX65FQ2fisXF8lviOKLjqY.jpg,https://www.youtube.com/watch?v=0vm7gEJ9lSI,"1562, la France est sous le règne de Charles IX, les guerres de religion font rage… Depuis son plus jeune âge, Marie de Mézières aime Henri, Duc de Guise. Elle est contrainte par son père d’épouser le Prince de Montpensier. Son mari, appelé par Charles IX à rejoindre les princes dans leur guerre contre les protestants, la laisse en compagnie de son précepteur, le Comte de Chabannes, loin du monde, au château de Champigny. Elle tente en vain d’y oublier sa passion pour Guise, mais devient malgré elle l’enjeu de passions rivales et violentes auxquelles vient aussi se mêler le Duc d’Anjou, futur Henri III.",La Princesse de Montpensier,"Action, Drama, History, Romance","en, fr"
tt1600524,8.539,['CA'],7.0,actor,Xavier Dolan,1989,Heartbeats - Les amours imaginaires,31545.0,101.0,2010,https://image.tmdb.org/t/p/w154/pIUebyGAEdSq3pQaxdd50qFKJ0g.jpg,https://www.youtube.com/watch?v=YknK1G-g-qc,"Francis et Marie, deux amis, tombent amoureux de la même personne. Leur trio va rapidement se transformer en relation malsaine où chacun va tenter d'interpréter à sa manière les mots et gestes de celui qu'il aime…",Les amours imaginaires,"Drama, Romance","en, fr"
tt1600701,6.162,['FR'],5.3,actress,Zoé Félix,1976,Caged - Captifs,2493.0,84.0,2010,https://image.tmdb.org/t/p/w154/owCPsai2uQwwIGA07EEuTrlzoug.jpg,https://www.youtube.com/watch?v=gqncBMYpf7c,"Carole est membre d’une équipe humanitaire dont la mission dans les Balkans touche à sa fin. Sur le chemin du retour, elle et ses deux co-équipiers sont brutalement attaqués et enlevés par des criminels aux motivations inconnues. Qui sont ces ravisseurs ? Que veulent-ils vraiment ? La vérité va se révéler terrifiante…",Captifs,"Horror, Thriller","en, fr"
tt1609158,2.19,['CA'],6.5,actress,Mylène St-Sauveur,1990,On the Beat - On the Beat,6745.0,100.0,2011,https://image.tmdb.org/t/p/w154/72lmMlMbwcnc99wUk0iNdytTNPd.jpg,https://www.youtube.com/watch?v=emYb22jwenE,"La passion de Delphine (Mylène St-Sauveur) pour la danse l'amène à délaisser ses études universitaires et confronter ses parents (Marina Orsini et Paul Doucet) conservateurs. L'amour et le support de sa grand-mère (France Castel) et la rencontre d'un danseur rebelle (Nico Archambault) poussent alors Delphine à participer à des auditions prestigieuses. Ainsi, défier sa mère qui souhaite un avenir plus conventionnel pour sa fille.",Sur le rythme,"Drama, Music, Romance","en, fr"
tt1618447,5.722,"['FR', 'DE']",6.7,actress,Lola Créton,1993,Goodbye First Love - Un Amour De Jeunesse,5924.0,110.0,2011,https://image.tmdb.org/t/p/w154/n6bNage75rYnw72U1cKvQVzMS5x.jpg,https://www.youtube.com/watch?v=7ZAH7bvJNRA,"Camille a 15 ans, Sullivan 19. Ils s’aiment d’un amour passionnel, mais à la fin de l’été, Sullivan s'en va. Quelques mois plus tard, il cesse d'écrire à Camille. Au printemps, elle fait une tentative de suicide. 4 ans plus tard, Camille se consacre à ses études d'architecture. Elle fait la connaissance d’un architecte reconnu, Lorenz, dont elle tombe amoureuse. Ils forment un couple solide. C’est à ce moment qu’elle recroise le chemin de Sullivan…",Un amour de jeunesse,"Drama, Romance","da, de, en, fr"
tt1620935,14.608,['US'],6.8,actor,Miles Teller,1987,Bleed for This - Bleed for This,32282.0,117.0,2016,https://image.tmdb.org/t/p/w154/iYaxD9oV9ERFd2wUfcUtrtj8fM.jpg,https://www.youtube.com/watch?v=0yfWnRKXRac,"L'histoire vraie de Vinny Pazienza. Victime d'un grave accident de voiture l'ayant laissé temporairement paralysé, le boxeur Pazienza est remonté sur le ring un an plus tard, contre l'avis des médecins, animé par une véritable force intérieure...",Bleed for This,"Biography, Drama, Sport","en, fr"
tt16227014,10.878,"['CA', 'US']",7.6,actress,Miranda July,1974,Fire of Love - Fire of Love,15394.0,98.0,2022,https://image.tmdb.org/t/p/w154/vb2Y2RuEltS5bNELO3IqCbjoqZD.jpg,https://www.youtube.com/watch?v=swiaZ7-otNg,"Portrait épique et spectaculaire des volcanologues Katia et Maurice Krafft, tués par une coulée pyroclastique sur le mont Unzen, au Japon, le 3 juin 1991.",Fire of Love,"Biography, Documentary","en, es, fr"
tt16252698,7.643,['FR'],6.6,actor,Franz Rogowski,1986,Passages - Passages,12900.0,91.0,2023,https://image.tmdb.org/t/p/w154/2CjewFRFMcpGh0XFLCCkJTGpP9Z.jpg,https://www.youtube.com/watch?v=BEry0hQ5J-8,"L’histoire de deux hommes qui sont ensemble depuis quinze ans et ce qui se passe quand l’un d’eux a une liaison avec une femme. Tomas, qui vit avec Martin, rencontre une jeune femme, Agathe, avec qui il entame une liaison. Un triangle amoureux s’ébauche sans que cela pose un problème à Tomas alors que les rapports avec Martin et Agathe deviennent de plus en plus difficiles. Tomas devra faire un choix…",Passages,"Drama, Romance","en, fr"
tt1640484,12.937,['US'],5.7,actress,Paula Patton,1975,Jumping the Broom - La Corde Au Cou,11903.0,112.0,2011,https://image.tmdb.org/t/p/w154/5oXTMQ7MpFpsMD1mGE2EjAk94cv.jpg,https://www.youtube.com/watch?v=QsfB725SZuU,"Bienvenue au mariage de Sabrina Watson et Jason Taylor qui sont vraiment faits l'un pour l'autre. Malheureusement, leurs familles composent les ingrédients d'un cocktail d'embêtements. Mme Watson a une allure aristo qui va bien avec son domaine familial de Martha's Vineyard dans lequel la mère de Jason, une femme de Brooklyn, ne semble pas du tout à sa place. Quand les familles se réunissent pour le mariage de Jason et Sabrina, il devient évident que chaque clan a ses traditions... et ses secrets.",Jumping the Broom,"Comedy, Drama","en, fr"
tt1646974,6.334,['FR'],7.1,actress,Sara Forestier,1986,The Names of Love - Le Nom Des Gens,8580.0,100.0,2010,https://image.tmdb.org/t/p/w154/e0QQs3oUe06ob4J9jFhxDCCQILb.jpg,https://www.youtube.com/watch?v=wFWyEzKDEu4,"Bahia Benmahmoud, jeune femme extravertie, se fait une haute idée de l'engagement politique puisqu'elle n'hésite pas à coucher avec ses ennemis pour les convertir à sa cause - ce qui peut faire beaucoup de monde vu qu'en gros, tous les gens de droite sont concernés. En règle générale, elle obtient de bons résultats. Jusqu'au jour où elle rencontre Arthur Martin, comme celui des cuisines, quadragénaire discret, adepte du risque zéro. Elle se dit qu'avec un nom pareil, il est forcément un peu facho. Mais les noms sont fourbes et les apparences trompeuses...",Le Nom des gens,"Comedy, Drama, Romance","en, fr"
tt1646985,2.087,['FR'],6.5,actress,Clara Augarde,1995,Love Like Poison - Un Poison Violent,6746.0,92.0,2010,https://image.tmdb.org/t/p/w154/mhBnZZlinKQVBuBEhkw1QoT2E5j.jpg,https://www.youtube.com/watch?v=aFaTbFDf15A,"Anna, une adolescente de 14 ans, quitte l'internat et rejoint son village. Elle doit profiter des vacances pour faire sa confirmation, dernière étape dans son engagement catholique. A son arrivée, elle découvre que son père, Paul, vient de quitter la maison. Elle retrouve son grand-père qu'elle adore et sa mère qui se replie dans une vie de plus en plus pieuse. Effondrée par l'abandon de son mari, elle trouve refuge auprès d'un prêtre et ami d'enfance. Anna fait aussi la connaissance de Pierre, un adolescent libre et solaire se souciant peu de Dieu. Elle cherche également à revoir son père. Au cours des expériences que traverse Anna, une part secrète d'elle-même cherche à se donner corps et âme. Est-ce à Dieu ou à quelque chose d'autre ? Quelque chose dont elle ne peut encore rien dire et qui la révèle...Ce film est présenté dans le cadre de la Quinzaine des Réalisateurs 2010.",Un poison violent,Drama,"en, fr"
tt1649418,75.098,"['US', 'CZ']",6.5,actor,Ryan Gosling,1980,The Gray Man - The Gray Man,253217.0,122.0,2022,https://image.tmdb.org/t/p/w154/cxHQB6LJz6EUEnnYfBv9o3XWdPe.jpg,https://www.youtube.com/watch?v=1QgbJ929kyw,"""Gray Man"" est le nom de code de l’agent de la CIA Court Gentry, alias Sierra Six. Recruté dans une prison fédérale par son officier traitant, Donald Fitzroy, Gentry était autrefois un redoutable tueur à gages à la solde de la CIA. Mais la situation a radicalement changé : Gentry est désormais la cible de Lloyd Hansen, ancien comparse de la CIA, totalement déterminé à le traquer à travers le monde pour l’éliminer. L’agent Dani Miranda le couvre – et il en aura besoin.",The Gray Man,"Action, Mystery, Thriller","cs, de, en, fr, th"
tt1650048,9.28,"['CA', 'FR']",7.6,actor,Melvil Poupaud,1973,Laurence Anyways - Laurence Anyways,23325.0,168.0,2012,https://image.tmdb.org/t/p/w154/fIb2KnNRt94Vuejev6SkP6QRkEi.jpg,https://www.youtube.com/watch?v=RDoQz5VapLE,"Laurence Anyways, c'est l'histoire d'un amour impossible. Le jour de son trentième anniversaire, Laurence, qui est très amoureux de Fred, révèle à celle-ci, après d'abstruses circonlocutions, son désir de devenir une femme.",Laurence Anyways,"Drama, Romance","en, fr"
tt1651507,1.664,['FR'],6.5,actor,Rachid Yous,1986,Flowers of Evil - Flowers of Evil,6737.0,100.0,2012,https://image.tmdb.org/t/p/w154/ocMgBEwD2EVuavE4zQrwDvrBcRo.jpg,https://www.youtube.com/watch?v=2vT5RCbyK6g,"En juin 2009, suite aux élections controversées en Iran, les rues sont envahies par les manifestants. Le régime islamique, soucieux de contrôler son image, arrête les journalistes. Les citoyens décident de témoigner en filmant et diffusant les événements sur YouTube. Ces images sont livrées brutes et choquantes. À Paris, Anahita affronte ces images et y cherche ses proches. À son contact, Gecko est renvoyé à sa propre histoire, et ensemble, ils entament un combat identitaire, mûs par la volonté de s'affranchir. Peu à peu leur histoire individuelle est contaminée par l'histoire et sa médiatisation incessante et inédite sur Internet.",Flowers of Evil,"Drama, Romance","en, fa, fr"
tt16540514,5.524,"['BE', 'FR']",6.5,actress,Sofia Lesaffre,1997,Deep Fear - Deep Fear,6745.0,80.0,2022,https://image.tmdb.org/t/p/w154/5JC3gEPSUkoBboA4wtFJ7ZMaPjY.jpg,https://www.youtube.com/watch?v=rZctT49UyvQ,"Trois jeunes étudiants, fraîchement diplômés, décident de s’éclater en visitant les catacombes. Ils sont loin de se douter que leur expédition va virer au cauchemar. Sonia et ses deux acolytes, Max et Henry, tenteront d’échapper à une étrange créature qui se cache dans les entrailles de la Terre et de rejoindre la surface pour se sauver des griffes de l’Enfer.",Deep Fear,Horror,"en, fr"
tt1654829,6.423,['FR'],6.0,actress,Audrey Tautou,1976,Thérèse - Thérèse Desqueyroux,4024.0,110.0,2012,https://image.tmdb.org/t/p/w154/a0p0eGseKk4Jt0HvT2mrIdoOld5.jpg,https://www.youtube.com/watch?v=l3f2GRqjxKA,"Dans les Landes, on arrange les mariages pour réunir les terrains et allier les familles. Thérèse Larroque devient Madame Desqueyroux. Toutefois cette jeune femme aux idées avant-gardistes ne respecte pas les conventions ancrées dans la région. Pour se libérer du destin qu’on lui impose, elle tentera tout pour vivre pleinement sa vie…",Thérèse Desqueyroux,Drama,fr
tt1655420,12.392,"['GB', 'US']",6.9,actress,Michelle Williams,1980,My Week with Marilyn - My Week with Marilyn,91401.0,99.0,2011,https://image.tmdb.org/t/p/w154/9lXdwCGS6anH2iyKhLvN6AWt9os.jpg,https://www.youtube.com/watch?v=5yQ3Xcsd6UI,"Au début de l’été 1956, Marilyn Monroe se rend en Angleterre pour la première fois. En pleine lune de miel avec le célèbre dramaturge Arthur Miller, elle est venue tourner LE PRINCE ET LA DANSEUSE, le film qui restera célèbre pour l’avoir réunie à l’écran avec Sir Laurence Olivier, véritable légende du théâtre et du cinéma britanniques, qui en est aussi le metteur en scène. Ce même été, Colin Clark, 23 ans, met pour la première fois le pied sur un plateau de cinéma. Tout juste diplômé d’Oxford, le jeune homme rêve de devenir cinéaste et a réussi à décrocher un job d’obscur assistant sur le plateau. Quarante ans plus tard, Clark racontera ce qu’il a vécu au fil des six mois de ce tournage mouvementé dans son livre, « The Prince, the Showgirl and Me ». Mais il manque une semaine dans son récit… Son second livre, « Une semaine avec Marilyn », relate la semaine magique qu’il a passée, seul, avec la plus grande star de cinéma du monde.",My Week with Marilyn,"Biography, Drama, Romance","en, fr"
tt1656177,10.824,"['CA', 'US']",6.2,actor,Antoine Olivier Pilon,1997,Target Number One - Most Wanted,5905.0,125.0,2020,https://image.tmdb.org/t/p/w154/hMXvOWnc5KFsFMHGnPVuvo4h0cg.jpg,https://www.youtube.com/watch?v=oNobfCpjA8Y,"Daniel Léger, ancien héroïnomane, se retrouve condamné à cent ans de réclusion dans une prison de Bangkok pour trafic de drogues. Un journaliste du Globe and Mail, Victor Malarek, s'intéresse à son histoire. Il s'en prend aux ripoux qui ont accusé Daniel à tort.",Target Number One,"Crime, Drama, History, Thriller","en, fr, th"
tt1660302,4.869,"['BE', 'FR', 'LU', 'CH']",6.8,actress,Émilie Dequenne,1981,Our Children - Loving Without Reason,3233.0,111.0,2012,https://image.tmdb.org/t/p/w154/8G0XbHcU2PEKoIu5y7BY9JeYqaw.jpg,https://www.youtube.com/watch?v=vukNkMtApJ0,"Murielle et Mounir vivent une folle passion et pensent que leur union se poursuivra dans ce même climat jusqu'à la fin de leurs jours. Depuis son plus jeune âge, Mounir loge chez le docteur Pinget, une personne qui prend beaucoup de place dans l'existence du couple. Quand les deux amoureux prennent finalement la décision de se marier, ils se retrouvent peu à peu dans un état de dépendance psychique et matérielle vis-à-vis du médecin. Puis ils décident d'avoir des enfants, ce qui complique encore les relations. Murielle, qui supporte de plus en plus mal l'ambiance étouffante qui règne chez elle, dérive lentement. Un drame terrifiant menace son bonheur et celui des siens...",À perdre la raison,"Crime, Drama, Romance","ar, en, fr"
tt1663202,34.12,"['CA', 'HK', 'TW', 'US']",8.0,actor,Leonardo DiCaprio,1974,The Revenant - The Revenant,911426.0,156.0,2015,https://image.tmdb.org/t/p/w154/AsDto68FNWNXD15Ov0yMXASJiSB.jpg,https://www.youtube.com/watch?v=XJ44ZRFFRUU,"Dans une Amérique profondément sauvage, le trappeur Hugh Glass est sévèrement blessé et laissé pour mort par un traître de son équipe, John Fitzgerald. Avec sa seule volonté pour unique arme, Glass doit affronter un environnement hostile, un hiver brutal et des tribus guerrières, dans une inexorable lutte pour sa survie, portée par un intense désir de vengeance.",The Revenant,"Action, Adventure, Drama, Western","en, fr"
tt1667100,7.28,"['BE', 'FR']",6.1,actress,Virginie Efira,1977,Second Chance - Second Chance,2990.0,87.0,2011,https://image.tmdb.org/t/p/w154/19D673Z1ZlRUWsbqaHBtbzeaBI6.jpg,https://www.youtube.com/watch?v=bdATKjbpQSk,"Julien a un sérieux problème. Depuis son plus jeune âge, il porte la poisse à toutes les femmes qui s'éprennent de lui. Joanna va vite l'apprendre à ses dépens le jour où elle le croise. Une carrière en plein décollage, une vie amoureuse qui semblait enfin prendre un bon tournant, tout cela risque de bien changer...",La Chance de ma vie,"Comedy, Romance","en, fr, ko"
